referencia,titulo,categoria,preco,descricao,variacao,estoque,marca,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,video1
45078C,Sandália Feminina,Calçados Femininos Sandálias,"R$ 89,90","Código Ref.: 45078C

Material: Napa Off White / Napa Croco Rose;

Enfeite: Pirâmides na cor Azul e Fivela Prata;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Napa Croco Rose e Taloneira Napa Bege;

Salto: 6 cm de Altura Pintado na cor Azul;

Solado de TR com antiderrapante na cor Bege.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,7,Torricella,img/45078C/Sandalia Feminina 0.jpg,img/45078C/Sandalia Feminina 1.jpg,img/45078C/Sandalia Feminina 2.jpg,img/45078C/Sandalia Feminina 3.jpg,img/45078C/Sandalia Feminina 4.jpg,img/45078C/Sandalia Feminina 5.mp4,,,,,,,,,,,
5596A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5596A

Material: Napa Branco, Azul e Rose;

Enfeite: ilhós na Cor Branco e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,3,Torricella,img/5596A/Tenis Feminino 0.jpg,img/5596A/Tenis Feminino 1.jpg,img/5596A/Tenis Feminino 2.jpg,img/5596A/Tenis Feminino 3.jpg,img/5596A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5596A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5596A

Material: Napa Branco, Azul e Rose;

Enfeite: ilhós na Cor Branco e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,3,Torricella,img/5596A/Tenis Feminino 0.jpg,img/5596A/Tenis Feminino 1.jpg,img/5596A/Tenis Feminino 2.jpg,img/5596A/Tenis Feminino 3.jpg,img/5596A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5596A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5596A

Material: Napa Branco, Azul e Rose;

Enfeite: ilhós na Cor Branco e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,0,Torricella,img/5596A/Tenis Feminino 0.jpg,img/5596A/Tenis Feminino 1.jpg,img/5596A/Tenis Feminino 2.jpg,img/5596A/Tenis Feminino 3.jpg,img/5596A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5596A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5596A

Material: Napa Branco, Azul e Rose;

Enfeite: ilhós na Cor Branco e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,3,Torricella,img/5596A/Tenis Feminino 0.jpg,img/5596A/Tenis Feminino 1.jpg,img/5596A/Tenis Feminino 2.jpg,img/5596A/Tenis Feminino 3.jpg,img/5596A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5596A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5596A

Material: Napa Branco, Azul e Rose;

Enfeite: ilhós na Cor Branco e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",38,5,Torricella,img/5596A/Tenis Feminino 0.jpg,img/5596A/Tenis Feminino 1.jpg,img/5596A/Tenis Feminino 2.jpg,img/5596A/Tenis Feminino 3.jpg,img/5596A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5596A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5596A

Material: Napa Branco, Azul e Rose;

Enfeite: ilhós na Cor Branco e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",39,0,Torricella,img/5596A/Tenis Feminino 0.jpg,img/5596A/Tenis Feminino 1.jpg,img/5596A/Tenis Feminino 2.jpg,img/5596A/Tenis Feminino 3.jpg,img/5596A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5597A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5597A

Material: Napa Branco, Preto, Dourado e Pelo Onça;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,4,Torricella,img/5597A/Tenis Feminino 0.jpg,img/5597A/Tenis Feminino 1.jpg,img/5597A/Tenis Feminino 2.jpg,img/5597A/Tenis Feminino 3.jpg,img/5597A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5597A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5597A

Material: Napa Branco, Preto, Dourado e Pelo Onça;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,8,Torricella,img/5597A/Tenis Feminino 0.jpg,img/5597A/Tenis Feminino 1.jpg,img/5597A/Tenis Feminino 2.jpg,img/5597A/Tenis Feminino 3.jpg,img/5597A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5597A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5597A

Material: Napa Branco, Preto, Dourado e Pelo Onça;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,8,Torricella,img/5597A/Tenis Feminino 0.jpg,img/5597A/Tenis Feminino 1.jpg,img/5597A/Tenis Feminino 2.jpg,img/5597A/Tenis Feminino 3.jpg,img/5597A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5597A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5597A

Material: Napa Branco, Preto, Dourado e Pelo Onça;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,12,Torricella,img/5597A/Tenis Feminino 0.jpg,img/5597A/Tenis Feminino 1.jpg,img/5597A/Tenis Feminino 2.jpg,img/5597A/Tenis Feminino 3.jpg,img/5597A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5597A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5597A

Material: Napa Branco, Preto, Dourado e Pelo Onça;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",38,7,Torricella,img/5597A/Tenis Feminino 0.jpg,img/5597A/Tenis Feminino 1.jpg,img/5597A/Tenis Feminino 2.jpg,img/5597A/Tenis Feminino 3.jpg,img/5597A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5597A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5597A

Material: Napa Branco, Preto, Dourado e Pelo Onça;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Preto;

Forro: Cacharrel, material espumado para maior conforto, na cor Preto;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",39,1,Torricella,img/5597A/Tenis Feminino 0.jpg,img/5597A/Tenis Feminino 1.jpg,img/5597A/Tenis Feminino 2.jpg,img/5597A/Tenis Feminino 3.jpg,img/5597A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5598A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5598A

Material: Napa Branco, Napa Rose, Metalizado Rose e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,5,Torricella,img/5598A/Tenis Feminino 0.jpg,img/5598A/Tenis Feminino 1.jpg,img/5598A/Tenis Feminino 2.jpg,img/5598A/Tenis Feminino 3.jpg,img/5598A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5598A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5598A

Material: Napa Branco, Napa Rose, Metalizado Rose e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,4,Torricella,img/5598A/Tenis Feminino 0.jpg,img/5598A/Tenis Feminino 1.jpg,img/5598A/Tenis Feminino 2.jpg,img/5598A/Tenis Feminino 3.jpg,img/5598A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5598A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5598A

Material: Napa Branco, Napa Rose, Metalizado Rose e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,11,Torricella,img/5598A/Tenis Feminino 0.jpg,img/5598A/Tenis Feminino 1.jpg,img/5598A/Tenis Feminino 2.jpg,img/5598A/Tenis Feminino 3.jpg,img/5598A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5598A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5598A

Material: Napa Branco, Napa Rose, Metalizado Rose e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,7,Torricella,img/5598A/Tenis Feminino 0.jpg,img/5598A/Tenis Feminino 1.jpg,img/5598A/Tenis Feminino 2.jpg,img/5598A/Tenis Feminino 3.jpg,img/5598A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5598A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5598A

Material: Napa Branco, Napa Rose, Metalizado Rose e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",38,6,Torricella,img/5598A/Tenis Feminino 0.jpg,img/5598A/Tenis Feminino 1.jpg,img/5598A/Tenis Feminino 2.jpg,img/5598A/Tenis Feminino 3.jpg,img/5598A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5598A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5598A

Material: Napa Branco, Napa Rose, Metalizado Rose e Tela na cor Branco;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor Branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",39,0,Torricella,img/5598A/Tenis Feminino 0.jpg,img/5598A/Tenis Feminino 1.jpg,img/5598A/Tenis Feminino 2.jpg,img/5598A/Tenis Feminino 3.jpg,img/5598A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5600A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5600A

Material: Napa Branco, Vermelho e Dourado;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,5,Torricella,img/5600A/Tenis Feminino 0.jpg,img/5600A/Tenis Feminino 1.jpg,img/5600A/Tenis Feminino 2.jpg,img/5600A/Tenis Feminino 3.jpg,img/5600A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5600A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5600A

Material: Napa Branco, Vermelho e Dourado;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,10,Torricella,img/5600A/Tenis Feminino 0.jpg,img/5600A/Tenis Feminino 1.jpg,img/5600A/Tenis Feminino 2.jpg,img/5600A/Tenis Feminino 3.jpg,img/5600A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5600A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5600A

Material: Napa Branco, Vermelho e Dourado;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,15,Torricella,img/5600A/Tenis Feminino 0.jpg,img/5600A/Tenis Feminino 1.jpg,img/5600A/Tenis Feminino 2.jpg,img/5600A/Tenis Feminino 3.jpg,img/5600A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5600A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5600A

Material: Napa Branco, Vermelho e Dourado;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,14,Torricella,img/5600A/Tenis Feminino 0.jpg,img/5600A/Tenis Feminino 1.jpg,img/5600A/Tenis Feminino 2.jpg,img/5600A/Tenis Feminino 3.jpg,img/5600A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5600A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5600A

Material: Napa Branco, Vermelho e Dourado;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",38,10,Torricella,img/5600A/Tenis Feminino 0.jpg,img/5600A/Tenis Feminino 1.jpg,img/5600A/Tenis Feminino 2.jpg,img/5600A/Tenis Feminino 3.jpg,img/5600A/Tenis Feminino 4.jpg,,,,,,,,,,,,
5600A,Tênis Feminino,Calçados Femininos Tênis,"R$ 89,90","Código Ref.: 5600A

Material: Napa Branco, Vermelho e Dourado;

Enfeite: ilhós na Cor Dourado e Cadarço de amarrar na cor Branco;

Palmilha: 4 mm de Espessura na cor Branco;

Forro: Cacharrel, material espumado para maior conforto, na cor Branco;

Solado: PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",39,5,Torricella,img/5600A/Tenis Feminino 0.jpg,img/5600A/Tenis Feminino 1.jpg,img/5600A/Tenis Feminino 2.jpg,img/5600A/Tenis Feminino 3.jpg,img/5600A/Tenis Feminino 4.jpg,,,,,,,,,,,,
60.001A,Sapato Meia Pata Feminina,Calçados Femininos Meia Pata,"R$ 89,90","Código Ref.: 60.001A

Material: Verniz Lemon;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto;

Meia Pata: 3,5 cm de Altura;

Salto: 13 cm de Altura e Revestido em Verniz Preto;

Solado de micro na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,2,Torricella,img/60.001A/Sapato Meia Pata Feminina 0.jpg,img/60.001A/Sapato Meia Pata Feminina 1.jpg,img/60.001A/Sapato Meia Pata Feminina 2.jpg,img/60.001A/Sapato Meia Pata Feminina 3.jpg,img/60.001A/Sapato Meia Pata Feminina 4.jpg,img/60.001A/Sapato Meia Pata Feminina 5.jpg,img/60.001A/Sapato Meia Pata Feminina 6.jpg,img/60.001A/Sapato Meia Pata Feminina 7.jpg,img/60.001A/Sapato Meia Pata Feminina 8.jpg,img/60.001A/Sapato Meia Pata Feminina 9.jpg,img/60.001A/Sapato Meia Pata Feminina 10.mp4,,,,,,
60.001A,Sapato Meia Pata Feminina,Calçados Femininos Meia Pata,"R$ 89,90","Código Ref.: 60.001A

Material: Verniz Lemon;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto;

Meia Pata: 3,5 cm de Altura;

Salto: 13 cm de Altura e Revestido em Verniz Preto;

Solado de micro na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",35,6,Torricella,img/60.001A/Sapato Meia Pata Feminina 0.jpg,img/60.001A/Sapato Meia Pata Feminina 1.jpg,img/60.001A/Sapato Meia Pata Feminina 2.jpg,img/60.001A/Sapato Meia Pata Feminina 3.jpg,img/60.001A/Sapato Meia Pata Feminina 4.jpg,img/60.001A/Sapato Meia Pata Feminina 5.jpg,img/60.001A/Sapato Meia Pata Feminina 6.jpg,img/60.001A/Sapato Meia Pata Feminina 7.jpg,img/60.001A/Sapato Meia Pata Feminina 8.jpg,img/60.001A/Sapato Meia Pata Feminina 9.jpg,img/60.001A/Sapato Meia Pata Feminina 10.mp4,,,,,,
60.001A,Sapato Meia Pata Feminina,Calçados Femininos Meia Pata,"R$ 89,90","Código Ref.: 60.001A

Material: Verniz Lemon;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto;

Meia Pata: 3,5 cm de Altura;

Salto: 13 cm de Altura e Revestido em Verniz Preto;

Solado de micro na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",36,12,Torricella,img/60.001A/Sapato Meia Pata Feminina 0.jpg,img/60.001A/Sapato Meia Pata Feminina 1.jpg,img/60.001A/Sapato Meia Pata Feminina 2.jpg,img/60.001A/Sapato Meia Pata Feminina 3.jpg,img/60.001A/Sapato Meia Pata Feminina 4.jpg,img/60.001A/Sapato Meia Pata Feminina 5.jpg,img/60.001A/Sapato Meia Pata Feminina 6.jpg,img/60.001A/Sapato Meia Pata Feminina 7.jpg,img/60.001A/Sapato Meia Pata Feminina 8.jpg,img/60.001A/Sapato Meia Pata Feminina 9.jpg,img/60.001A/Sapato Meia Pata Feminina 10.mp4,,,,,,
60.001A,Sapato Meia Pata Feminina,Calçados Femininos Meia Pata,"R$ 89,90","Código Ref.: 60.001A

Material: Verniz Lemon;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto;

Meia Pata: 3,5 cm de Altura;

Salto: 13 cm de Altura e Revestido em Verniz Preto;

Solado de micro na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",37,14,Torricella,img/60.001A/Sapato Meia Pata Feminina 0.jpg,img/60.001A/Sapato Meia Pata Feminina 1.jpg,img/60.001A/Sapato Meia Pata Feminina 2.jpg,img/60.001A/Sapato Meia Pata Feminina 3.jpg,img/60.001A/Sapato Meia Pata Feminina 4.jpg,img/60.001A/Sapato Meia Pata Feminina 5.jpg,img/60.001A/Sapato Meia Pata Feminina 6.jpg,img/60.001A/Sapato Meia Pata Feminina 7.jpg,img/60.001A/Sapato Meia Pata Feminina 8.jpg,img/60.001A/Sapato Meia Pata Feminina 9.jpg,img/60.001A/Sapato Meia Pata Feminina 10.mp4,,,,,,
60.001A,Sapato Meia Pata Feminina,Calçados Femininos Meia Pata,"R$ 89,90","Código Ref.: 60.001A

Material: Verniz Lemon;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto;

Meia Pata: 3,5 cm de Altura;

Salto: 13 cm de Altura e Revestido em Verniz Preto;

Solado de micro na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",38,9,Torricella,img/60.001A/Sapato Meia Pata Feminina 0.jpg,img/60.001A/Sapato Meia Pata Feminina 1.jpg,img/60.001A/Sapato Meia Pata Feminina 2.jpg,img/60.001A/Sapato Meia Pata Feminina 3.jpg,img/60.001A/Sapato Meia Pata Feminina 4.jpg,img/60.001A/Sapato Meia Pata Feminina 5.jpg,img/60.001A/Sapato Meia Pata Feminina 6.jpg,img/60.001A/Sapato Meia Pata Feminina 7.jpg,img/60.001A/Sapato Meia Pata Feminina 8.jpg,img/60.001A/Sapato Meia Pata Feminina 9.jpg,img/60.001A/Sapato Meia Pata Feminina 10.mp4,,,,,,
60.001A,Sapato Meia Pata Feminina,Calçados Femininos Meia Pata,"R$ 89,90","Código Ref.: 60.001A

Material: Verniz Lemon;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto;

Meia Pata: 3,5 cm de Altura;

Salto: 13 cm de Altura e Revestido em Verniz Preto;

Solado de micro na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",39,5,Torricella,img/60.001A/Sapato Meia Pata Feminina 0.jpg,img/60.001A/Sapato Meia Pata Feminina 1.jpg,img/60.001A/Sapato Meia Pata Feminina 2.jpg,img/60.001A/Sapato Meia Pata Feminina 3.jpg,img/60.001A/Sapato Meia Pata Feminina 4.jpg,img/60.001A/Sapato Meia Pata Feminina 5.jpg,img/60.001A/Sapato Meia Pata Feminina 6.jpg,img/60.001A/Sapato Meia Pata Feminina 7.jpg,img/60.001A/Sapato Meia Pata Feminina 8.jpg,img/60.001A/Sapato Meia Pata Feminina 9.jpg,img/60.001A/Sapato Meia Pata Feminina 10.mp4,,,,,,
60.001B,Sapato Meia Pata Feminina,Calçados Femininos Meia Pata,"R$ 89,90","Código Ref.: 60.001B

Material: Verniz Azul;

Palmilha: 8 mm de Espessura, Espuma em EVA, Revestida em Verniz Preto e Taloneira Napa Preto;

Meia Pata: 3,5 cm de Altura;

Salto: 13 cm de Altura e Revestido em Verniz Preto;

Solado de micro na cor Preto.
Dimensões da Caixa: 28,5 x 23,5 x 9,5 cm
Peso do Produto na Caixa: 800 gramas (aproximadamente)",34,2,Torricella,img/60.001B/Sapato Meia Pata Feminina 0.jpg,img/60.001B/Sapato Meia Pata Feminina 1.jpg,img/60.001B/Sapato Meia Pata Feminina 2.jpg,img/60.001B/Sapato Meia Pata Feminina 3.jpg,img/60.001B/Sapato Meia Pata Feminina 4.jpg,img/60.001B/Sapato Meia Pata Feminina 5.jpg,img/60.001B/Sapato Meia Pata Feminina 6.jpg,img/60.001B/Sapato Meia Pata Feminina 7.jpg,img/60.001B/Sapato Meia Pata Feminina 8.jpg,img/60.001B/Sapato Meia Pata Feminina 9.jpg,img/60.001B/Sapato Meia Pata Feminina 10.mp4,,,,,,
